fileNames,group,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51
q21notreat_01_c1.tif,Healthy,5.78633353010538,9.80720425618672,0.850755921336581,-0.0544004584478341,-0.241223378900499,-0.591124761546533,-0.984105217547524,0.0167150573112167,-0.0215929876460345,-0.910435332757184,-0.0238685334676992,-0.53899369956858,-0.120679745079348,-0.0909817125582322,-0.355428080402501,-0.316695603437478,-0.193426110400035,-0.215066346762396,0.0367812622069533,0.0763430743622531,0.083754649719544,-0.0681568644624092,0.0328292905208707,0.0294313173379811,-0.0338239982632304,0.0108372207447872,0.0092967193300371,0.0290017072548196,-0.00689700835820967,-0.0090873792534744,0.0259098321636503,0.0143069374443048,-0.0254241206261224,0.00607719510905864,0.00567624441288259,-0.00860432037657862,0.000447251117290218,0.00707848158042908,-0.00339782004829808,0.00194815617395664,-0.000870227760835125,0.0010300152010241,-0.00171173441944184,-0.000355367702042559,-0.000177507726998785,3.68342713125288e-05,-8.97142651844902e-05,-7.36449165275924e-05,-1.97640173274905e-15,5.46858443890799e-16,-8.79477137237961e-16
q21notreat_02_c1.tif,Healthy,2.00284148362861,4.76767483578159,-1.06261400492169,0.215694691507302,-1.76690342028143,-0.160298814235611,0.549874700607394,0.563351869424195,0.050333747278672,0.0789430407781822,0.3705792582644,-0.105391610140473,-0.137065557288751,0.0167272487966245,-0.0199355785136071,0.0152319697197435,-0.0915096779310947,0.0921254793672408,-0.0928984789202105,0.0076241024081175,-0.0910971046360395,-0.00607080577128877,-0.0302506264304295,-0.0280604050927896,0.0408499394400822,-0.0410756424385651,-0.0492486722821079,-0.00817220358031315,-0.00109833694082376,0.0251087457025605,0.003657558087944,0.0143139012026763,-0.00545130319420715,0.00581083553531784,0.000452966952676798,-0.00551211103823524,-0.000457070162395212,-0.00390515347162385,-0.00165755068929619,-0.000980400385413534,-0.00374507381210932,-0.00142207709223119,0.00177341914391482,0.00159412778431115,-0.000571994979646143,-0.000237210057427241,-0.0003093496930279,-2.69376308489684e-05,-3.45700421329276e-15,5.26823018216474e-18,-4.52260623930417e-16
q21notreat_03_c1.tif,Healthy,-4.33950306329071,1.24547865550917,1.33691782236079,-0.271365863827837,0.390528376905287,0.818564708381011,-0.067464170184197,-0.583141032268312,0.0731836719038408,-0.107775155865993,-0.308585028537426,-0.02220462212429,0.040356024833155,-0.0117851164490072,0.00110111365412932,-0.0522599408282294,0.00116433149946153,-0.0310555147149452,0.03519295319025,-0.0395136598102208,-0.027298040496873,-0.026027855047061,-0.0287081566720755,-0.0253438398670089,-0.0090329553945412,0.00833920863838976,-0.0255693956346395,-0.0135156358218549,0.0413434715131498,-0.00159274122765829,0.0192561794878457,-0.0145007257363582,-0.00388482117079697,0.001799058221483,0.00155716553145187,0.00143971014567702,-0.00203370027123312,0.0078154958011997,0.00285723386941613,-0.00346162002356874,0.000232314359341332,-0.000746247183252205,0.000426963947282857,0.000124980685480402,5.73389031332432e-05,2.44643663878516e-05,-0.000118838595329487,3.15166090066298e-05,-9.68112036503348e-16,-1.64672569974559e-17,2.64288372018384e-16
q21notreat_04_c1.tif,Healthy,-3.50505473018863,-0.905573469987558,1.15808637879243,-0.317131892855839,-0.309198431712412,0.650428648957795,-0.624615591843898,-0.357947616953163,0.488931223732533,-0.140948705809386,-0.461253197555497,0.0529394428960629,-0.115313311351562,-0.229230264629114,0.113359721873318,0.0156140787748775,-0.0537215981478396,-0.0742632407269366,0.0837485113461067,0.0202753254875116,0.0106608479621054,-0.0268189605897914,0.0405644549016749,0.0289440635999373,0.0123786132765302,-0.0119660181632287,0.0498798491146889,-0.00991384559509293,-0.0117295088992731,0.0125890605646491,-0.00502534663042944,-0.0012657359640083,0.0212091137339971,0.00124327319040046,-0.00260290970819881,-0.00404783688611923,-0.00360455552930484,0.000347825872597879,0.000682780269811521,-0.00430382481279582,-0.00566625152083858,-0.00367463876166264,-0.000102026138508616,0.00032841437551485,0.000123737642470536,-0.00042053518164838,9.2580148935852e-05,-0.000149755011626279,-5.28430129085027e-16,-6.95816637702117e-17,1.5416619746393e-16
q21notreat_05_c1.tif,Healthy,1.39462858100829,3.55413592073,-3.22264905574959,0.387611051037781,1.03807476673443,0.370003778069432,-0.384900642071664,-0.280258998360664,-0.0558699662317159,-0.104028003293751,-0.238969124976263,-0.170234733521444,0.300432769351239,-0.094035665494511,0.0455233973232556,0.0955805772078471,0.00194592028349094,0.034514486596029,0.0812222430687173,-0.160692288819163,0.00871378570315631,0.0607662946381281,0.0313664896956904,0.0464447070946283,0.0507140947830706,-0.042703522318939,-0.0104014129181848,-0.00456145059301273,0.036411457829641,-0.000812172835954,-6.40832699089072e-05,0.00387130926608663,-0.00870894269360578,-0.0083679564945967,0.00881666718814512,-0.0109295021163405,-0.00205070272994071,-0.00334298844961679,-0.00208941462401583,3.49153600985967e-05,0.00116808331681222,-1.31028134934194e-05,-0.00326266727790641,0.00162137991864845,0.000607912819767913,-0.000178152801301575,-0.000119800869711151,-1.5413323505609e-05,-8.00726931718547e-16,-2.78955587214916e-16,-6.43280242901111e-17
q21notreat_06_c1.tif,Healthy,4.2834679414713,5.08810194579879,-1.14162440765561,-0.00882235595085526,0.118020402970571,-0.558634932663272,-0.0484629793525436,-0.421603408358961,-0.354298795379851,-0.00757226474459674,-0.0828498715753789,-0.207560879259181,0.176555082696573,0.201676188575611,-0.0774303583692723,-0.0519344193940505,-0.000875686532483828,0.110347367295778,-0.0172963652878407,0.0733817477346619,0.115707939325554,-0.0273305612691217,-0.0943197060614484,-0.0463136956322552,-0.0296174941468214,-0.0159665114316105,-0.0144891299113638,0.0657031280283574,-0.0612562944250628,0.0412276220527591,-0.0235001432197291,0.00904109325457995,0.010135745095316,-0.00714851106811623,0.00288628164874791,0.00243373948949497,-0.000548853002196179,0.00591780403631997,-0.00186593055249392,0.000193767430633519,-0.00351566476941263,0.00205371220746929,-0.000343714479441408,3.43155541610294e-05,0.000564296602665161,-7.81906140038169e-05,-6.75877401454054e-05,0.000183959155370722,-8.55828606796999e-16,6.55391485158295e-17,-6.59097082439651e-16
q21notreat_07_c1.tif,Healthy,0.577830587757167,7.8235884643312,1.37059742750501,-0.241442650919861,-2.4424074570815,-0.0138757134379204,1.05136647135369,0.081816161239775,0.958516872796158,0.056365596081239,0.417162612032883,0.236225707773502,-0.330682126070242,0.00238300249069048,0.0963860304923112,-0.283683525505979,0.0120740242415716,-0.0107165929256588,0.0763723354146499,0.0696620062182074,-0.122252765465215,0.0445348587004406,0.0473059917352288,-0.0205720293829064,-0.0457197134080332,-0.0036234132794363,0.0658083238458367,-0.0164009323318743,0.0224941439538133,0.000486654064986672,0.00796389127752047,0.018110985194294,-0.00612802823077394,-0.00639405274018199,-0.0119577680816033,-0.00224217422197374,0.00163430678987109,-0.00212124350365515,-0.00320803689393879,0.00266044075470121,0.000262162618506451,-0.00117831802140944,-0.00199115748642447,7.23804900241388e-05,-4.62276218147948e-05,0.00017284402314753,0.000106909732299407,3.85620740947671e-05,-3.8795509800684e-15,2.85089245996464e-16,-5.63485965970826e-16
q21notreat_08_c1.tif,Healthy,-0.358586852837947,8.66031055363192,3.13981544406184,-1.45325799102425,-0.212863675064211,0.313389450442445,-0.542823197011543,0.767426979292813,0.633675159335545,0.129395398312683,0.645502599808395,0.303591811771835,0.258263977692026,0.350005551379311,-0.224717053797572,0.143656295784374,0.0810432768254444,0.1395632041944,0.0573849771386472,0.0785476216521919,0.106278892838356,0.0967384266263256,0.0603686900901039,-0.0521287016071826,0.0407993205843514,-0.0197655919858643,0.038313415923661,0.00667856606477373,0.0278760140432994,0.0147266567789073,-0.0133758307139417,0.00506017135972614,-0.00189170352854094,-0.00608325132632029,-0.00186085227485638,0.00806404464554448,0.0041313027183562,0.00387732779316082,0.00476996370247418,-0.00523656682711566,-0.000203097874654227,0.00163745093631974,0.000759273518996524,-0.00027314588524893,-7.07334297029366e-05,0.000111292288231146,4.6248389791403e-05,-3.5542732628464e-05,-4.01647207259051e-15,2.92673906501082e-16,-3.36817947704415e-16
q21notreat_09_c1.tif,Healthy,-1.80053098706634,3.52979096501931,-0.192611446658452,-0.761465642929524,1.15777731724061,0.527063413488566,-0.438174374199507,0.32564523994869,0.174071780815586,0.112600457037106,-0.0891347866060816,0.226388633960631,0.064644787616665,-0.0847611044457341,0.0990707061262219,-0.043285726332935,0.0608203885131097,0.0920534744486222,-0.0500987100381504,0.0764000518929686,-0.00234944587275876,-0.000588695018233474,-0.0509092658704611,0.0428011928485028,-0.0296016152102802,0.0155176125163122,-0.0395020974129864,-0.0232567028899813,-0.00742684606987857,-0.00607030812757259,0.0177823726885842,4.4265174043219e-05,-0.014251954510194,0.0012993999657692,-0.00464131511897158,-0.0022463750683953,-0.00726570707029305,-0.00105662021437406,-0.00034996182683901,-0.00124028647944258,-0.00258427701871981,-0.000141476066513224,0.00234306547380121,1.83336583196498e-05,-0.000798767081185099,6.13511565089537e-05,0.000233554469168503,-7.45008361643751e-05,-1.27957529541774e-15,-1.78536464394322e-16,2.76749397129403e-18
q21notreat_10_c1.tif,Healthy,-5.71168995551105,3.42547131685603,4.74145285607369,-1.55355077372947,0.0411824398377559,1.58344661865233,-1.0527854446366,-0.445570854282353,0.334479238859625,0.623242970743511,0.212815224188101,0.248431380366678,0.535322099001178,0.16028505575685,-0.0307134371872682,-0.00433872748431291,-0.0388233938883767,-0.136004819153478,-0.0406153638530316,0.0388899880842643,-0.0260044076474571,-0.0717420389031294,-0.0451957672954805,-0.0177925470490832,0.0439269522703,-0.0325248865466628,-0.00446748512136993,0.00630611030165697,-0.0119998072694482,-0.0191848932681615,-0.000432433732458215,-0.00245166603910939,-0.016041702430127,-0.00838782462730189,-0.00698328322250383,0.00494239180901161,-0.00843445903189985,-0.00516170064850765,-0.0100723000648068,0.00564457294601042,-0.000167552346269945,-0.000841858534800729,0.000489501811276206,-0.000355877037376114,0.000204865786951581,1.38625013818292e-05,-4.09731166719945e-05,3.63551307760088e-05,-2.59401497590957e-15,2.14920325038015e-16,-1.01335068670045e-16
