/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy01c2.tif,q21,notreat,01,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_01_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy02c2.tif,q21,notreat,02,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_02_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy03c2.tif,q21,notreat,03,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_03_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy04c2.tif,q21,notreat,04,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_04_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy05c2.tif,q21,notreat,05,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_05_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy06c2.tif,q21,notreat,06,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_06_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy07c2.tif,q21,notreat,07,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_07_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy08c2.tif,q21,notreat,08,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_08_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy09c2.tif,q21,notreat,09,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_09_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy10c2.tif,q21,notreat,10,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_10_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy11c2.tif,q21,notreat,11,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_11_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy14c2.tif,q43,kinetin,14,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_14_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy15c2.tif,q43,kinetin,15,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_15_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy16c2.tif,q43,kinetin,16,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_16_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy17c2.tif,q43,kinetin,17,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_17_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy18c2.tif,q43,kinetin,18,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_18_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy19c2.tif,q43,kinetin,19,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_19_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy20c2.tif,q43,kinetin,20,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_20_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy21c2.tif,q43,kinetin,21,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_21_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy22c2.tif,q43,kinetin,22,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_22_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy23c2.tif,q43,kinetin,23,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_23_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy24c2.tif,q43,kinetin,24,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_24_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy25c2.tif,q43,kinetin,25,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_25_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy26c2.tif,q43,kinetin,26,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_26_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy27c2.tif,q43,kinetin,27,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_27_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy28c2.tif,q43,kinetin,28,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_28_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy29c2.tif,q43,kinetin,29,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_29_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy30c2.tif,q43,kinetin,30,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_30_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy01c2.tif,q43,notreat,01,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_01_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy02c2.tif,q43,notreat,02,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_02_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy03c2.tif,q43,notreat,03,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_03_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy04c2.tif,q43,notreat,04,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_04_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy05c2.tif,q43,notreat,05,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_05_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy06c2.tif,q43,notreat,06,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_06_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy07c2.tif,q43,notreat,07,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_07_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy08c2.tif,q43,notreat,08,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_08_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy09c2.tif,q43,notreat,09,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_09_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy10c2.tif,q43,notreat,10,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_10_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy11c2.tif,q43,notreat,11,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_11_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy12c2.tif,q43,notreat,12,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_12_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy13c2.tif,q43,notreat,13,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_13_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43notreatxy14c2.tif,q43,notreat,14,/home/nmerwin/Documents/IGPProject/data/p-p53/q43notreat_14_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy01c2.tif,q43,kinetin,01,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_01_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy02c2.tif,q43,kinetin,02,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_02_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy03c2.tif,q43,kinetin,03,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_03_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy04c2.tif,q43,kinetin,04,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_04_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy05c2.tif,q43,kinetin,05,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_05_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy06c2.tif,q43,kinetin,06,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_06_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy07c2.tif,q43,kinetin,07,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_07_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy08c2.tif,q43,kinetin,08,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_08_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy09c2.tif,q43,kinetin,09,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_09_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy10c2.tif,q43,kinetin,10,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_10_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy11c2.tif,q43,kinetin,11,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_11_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q43kinetin_xy12c2.tif,q43,kinetin,12,/home/nmerwin/Documents/IGPProject/data/p-p53/q43kinetin_12_c1.tif
/home/nmerwin/Documents/IGPProject/data/hoechst/q21notreat_xy13c2.tif,q21,notreat,13,/home/nmerwin/Documents/IGPProject/data/p-p53/q21notreat_13_c1.tif
